Customer ID,Status,days_ago_joined,Age,accum_points,points_per_day,days_ago_last_arrived,arrivals_count,Australia,China,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,Taiwan,Thailand,United Arab Emirates,United States of America,Diamond,Jade,Platinum,Royal,Ruby
2840,1,2126,55,32700,15.38,748,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2841,0,2126,40,16850,7.93,1720,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2842,1,2126,34,40250,18.93,42,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2843,0,2126,41,0,0,42,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2845,0,2126,53,0,0,282,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2846,1,2126,49,40600,19.1,46,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2849,1,2126,37,114449,53.83,-228,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2850,0,2126,43,1500,0.71,2032,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2851,1,2126,51,47250,22.22,15,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2852,1,2126,47,41315,19.43,626,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2856,1,2126,55,34725,16.33,128,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2857,1,2126,48,49500,23.28,169,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2858,0,2126,42,4400,2.07,1803,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2859,1,2126,53,109350,51.43,-251,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2861,1,2126,66,22540,10.6,365,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2862,1,2126,45,28079,13.21,304,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2864,1,2126,35,31510,14.82,42,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2865,1,2126,43,72900,34.29,272,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2867,1,2126,48,43850,20.63,650,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2868,1,2126,34,67250,31.63,276,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2869,0,2126,47,34111,16.04,1744,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2872,1,2119,67,126610,59.75,189,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2873,1,2119,42,117200,55.31,-191,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2875,1,2119,55,22780,10.75,297,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2876,1,2119,50,30125,14.22,-79,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2877,1,2119,36,32900,15.53,66,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2878,1,2119,45,24980,11.79,73,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2879,1,2119,60,54200,25.58,111,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2880,1,2119,59,57700,27.23,19,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2881,1,2119,36,15900,7.5,151,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2882,1,2119,33,19800,9.34,430,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2885,1,2119,39,25700,12.13,144,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2886,1,2119,49,51263,24.19,228,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2887,0,2119,40,38099,17.98,1769,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2889,1,2119,62,45900,21.66,173,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2890,1,2119,54,120050,56.65,82,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2892,1,2119,63,43000,20.29,-61,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2893,1,2119,49,81850,38.63,376,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2894,0,2119,43,0,0,376,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2895,1,2119,71,37450,17.67,294,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2896,0,2119,48,25650,12.1,1973,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2897,1,2119,61,21960,10.36,313,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2898,0,2119,36,31600,14.91,494,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2899,1,2119,49,55730,26.3,80,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2901,1,2119,39,25650,12.1,711,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2904,1,2112,42,31400,14.87,346,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2905,1,2112,49,139850,66.22,76,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2906,0,2112,56,6100,2.89,1817,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2907,1,2112,38,32725,15.49,714,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2908,1,2112,36,23100,10.94,285,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2910,1,2112,69,87938,41.64,-24,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2911,1,2112,24,15200,7.2,102,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2914,1,2112,40,45761,21.67,685,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2915,1,2112,62,69113,32.72,58,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2916,0,2112,36,12400,5.87,2020,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2917,0,2112,44,6400,3.03,2038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2918,1,2112,58,47950,22.7,113,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2920,1,2112,46,88450,41.88,367,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2922,1,2112,64,63350,30,807,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2923,1,2112,51,89670,42.46,-81,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2924,1,2112,38,52425,24.82,500,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2925,0,2105,49,0,0,500,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2926,0,2105,32,0,0,500,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2928,1,2105,48,26750,12.71,128,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2930,1,2105,52,44350,21.07,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2931,1,2105,43,123082,58.47,155,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2934,1,2105,47,26850,12.76,60,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2935,1,2105,64,55050,26.15,20,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2936,1,2105,40,67540,32.09,87,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2937,0,2105,38,0,0,87,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2938,1,2105,36,35025,16.64,642,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2939,1,2105,42,47100,22.38,661,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2940,1,2105,57,45100,21.43,-193,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2941,1,2105,40,68090,32.35,368,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2942,1,2105,51,40775,19.37,619,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2944,1,2105,38,32100,15.25,709,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2945,1,2105,54,58000,27.55,134,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2946,1,2105,51,70250,33.37,764,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2947,0,2105,53,0,0,764,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2948,1,2105,49,13200,6.27,868,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2949,0,2105,51,56930,27.05,1227,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2952,0,2098,33,0,0,642,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2953,1,2098,47,32700,15.59,486,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2954,1,2098,72,33250,15.85,-62,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2955,1,2098,84,0,0,-62,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2957,0,2098,39,0,0,1830,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2958,0,2098,37,4700,2.24,1412,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2959,1,2098,33,34775,16.58,102,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2960,1,2098,62,130285,62.1,34,45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2961,1,2098,40,36100,17.21,201,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2962,0,2098,57,134750,64.23,479,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2964,1,2098,71,108500,51.72,163,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2965,1,2098,37,35620,16.98,19,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2967,1,2098,37,35500,16.92,1676,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2968,1,2098,56,78100,37.23,-71,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2970,1,2098,62,23900,11.39,278,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2971,1,2098,39,18200,8.67,636,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2972,1,2098,49,23563,11.23,495,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2973,1,2098,52,76651,36.54,-44,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2974,1,2098,50,17175,8.19,1367,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2975,1,2098,61,99750,47.55,221,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2978,1,2091,50,22874,10.94,142,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2979,1,2091,42,36050,17.24,1544,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,1,2091,34,29000,13.87,301,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2981,1,2091,54,40875,19.55,-165,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2982,1,2091,52,64100,30.66,771,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2983,1,2091,42,216350,103.47,-40,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2984,1,2091,38,48300,23.1,270,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2986,0,2091,33,0,0,270,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2987,0,2091,32,5625,2.69,1583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2988,1,2091,51,46700,22.33,347,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2989,1,2091,49,173560,83,26,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2990,1,2091,46,54830,26.22,276,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2991,1,2091,66,59340,28.38,151,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2992,0,2091,41,0,0,151,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2993,1,2091,50,36250,17.34,-37,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2994,1,2091,48,82700,39.55,-135,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2996,1,2091,53,49650,23.74,31,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2997,1,2091,44,26910,12.87,645,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2998,1,2091,58,26613,12.73,235,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2999,1,2091,56,60050,28.72,270,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3000,1,2091,40,46600,22.29,88,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3001,1,2091,55,28645,13.7,288,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3002,1,2091,59,103200,49.35,124,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3004,1,2091,39,92000,44,377,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3005,1,2091,65,42100,20.13,704,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3006,1,2091,39,66688,31.89,363,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3008,1,2091,45,62685,29.98,-48,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3009,1,2091,47,58435,27.95,283,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3012,1,2084,61,48400,23.22,580,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3013,1,2084,50,84526,40.56,275,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3015,1,2084,37,59150,28.38,158,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3016,1,2084,33,47025,22.56,-228,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3017,1,2084,51,49300,23.66,313,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3019,1,2084,48,57090,27.39,496,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3022,1,2084,44,23800,11.42,971,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3023,1,2084,37,52550,25.22,62,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3024,0,2084,46,17625,8.46,1763,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3025,1,2084,43,21100,10.12,666,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3028,1,2084,43,38250,18.35,942,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3029,1,2084,51,36800,17.66,380,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3030,1,2084,47,33500,16.07,40,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3031,1,2084,58,72320,34.7,317,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3033,1,2084,58,29212,14.02,266,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3034,1,2084,57,63100,30.28,787,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3035,1,2084,53,112350,53.91,-187,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3036,1,2084,46,25100,12.04,332,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3037,1,2084,50,110675,53.11,235,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3038,1,2084,38,37700,18.09,27,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3039,1,2084,37,40500,19.43,-102,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3040,1,2084,40,26100,12.52,-53,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3041,1,2084,71,40700,19.53,138,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3042,1,2084,57,24800,11.9,375,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3043,1,2084,54,4600,2.21,1735,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3044,1,2084,48,71250,34.19,183,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3045,0,2084,36,30200,14.49,1819,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3046,0,2077,50,13680,6.59,1608,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3047,1,2077,49,98660,47.5,19,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3048,1,2077,66,33250,16.01,186,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3049,1,2077,44,27550,13.26,-86,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3050,1,2077,41,43030,20.72,151,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3053,1,2077,37,43760,21.07,47,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3054,1,2077,55,114250,55.01,142,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3055,1,2077,43,42280,20.36,252,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3056,1,2077,50,70912,34.14,22,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3058,1,2077,42,76700,36.93,805,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3059,1,2077,44,26200,12.61,275,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3060,1,2077,42,28600,13.77,167,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3061,1,2077,46,18200,8.76,1487,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3063,1,2077,30,53060,25.55,259,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3064,1,2077,48,20100,9.68,231,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3066,1,2077,38,120600,58.06,24,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3068,0,2077,57,700,0.34,2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3069,1,2077,38,65551,31.56,488,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3070,1,2077,50,48000,23.11,1169,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3071,1,2077,67,28737,13.84,268,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3072,1,2077,35,36340,17.5,388,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3073,1,2077,40,40500,19.5,639,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3074,1,2077,44,34300,16.51,-41,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3075,1,2077,47,72100,34.71,641,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3076,1,2077,45,86550,41.67,641,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3077,1,2077,65,25300,12.18,270,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3078,1,2077,55,23000,11.07,998,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3079,1,2077,44,36600,17.62,120,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3081,0,2077,42,4800,2.31,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3082,1,2077,47,68900,33.17,485,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3084,1,2077,54,20400,9.82,1660,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3086,0,2077,66,12200,5.87,1797,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3087,1,2077,41,93375,44.96,-49,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3090,1,2077,35,31700,15.26,575,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3091,1,2077,54,21630,10.41,358,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3092,1,2077,37,12620,6.08,670,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3093,1,2070,29,49265,23.8,-51,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3094,0,2070,35,3800,1.84,1959,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3095,0,2070,57,5926,2.86,1881,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3097,1,2070,44,28100,13.57,1017,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3098,1,2070,35,29400,14.2,549,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3099,1,2070,40,34345,16.59,-108,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3100,1,2070,49,54700,26.43,768,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3101,1,2070,38,21950,10.6,387,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3102,1,2070,49,140290,67.77,-196,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3103,1,2070,42,49101,23.72,311,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3104,1,2070,41,98751,47.71,53,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3105,1,2070,40,56876,27.48,-42,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3106,1,2070,40,74950,36.21,27,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3107,1,2070,38,172600,83.38,-36,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3108,1,2070,46,99300,47.97,-59,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3109,1,2070,55,34950,16.88,152,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3110,1,2070,45,109010,52.66,158,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3111,1,2070,37,25450,12.29,935,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3112,1,2070,38,17700,8.55,951,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3113,0,2070,29,20700,10,776,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3114,1,2070,43,82950,40.07,251,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3115,0,2070,46,0,0,251,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3116,1,2070,47,5300,2.56,1162,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3117,1,2070,48,51500,24.88,-244,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3118,1,2070,58,30725,14.84,-79,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3119,1,2070,42,20296,9.8,982,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3120,1,2070,38,39100,18.89,-79,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3123,1,2070,38,98850,47.75,-23,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3124,0,2070,32,0,0,-23,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3125,1,2070,42,75800,36.62,497,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3126,1,2070,46,27600,13.33,596,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3127,1,2070,50,57195,27.63,12,29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3128,1,2070,68,16400,7.92,263,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3130,1,2070,43,20300,9.81,612,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3131,1,2070,41,12800,6.18,1672,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3132,1,2070,43,32500,15.7,259,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3133,1,2070,56,81500,39.37,-46,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3134,1,2070,65,61950,29.93,320,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3135,1,2070,55,101110,48.85,136,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3136,1,2070,40,35500,17.15,-33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3137,1,2070,54,97230,46.97,127,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3138,1,2070,39,72000,34.78,127,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3139,1,2070,52,69813,33.73,405,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3140,0,2063,27,0,0,405,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3141,0,2063,43,1400,0.68,2025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3142,1,2063,42,40200,19.49,-95,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3143,1,2063,39,21200,10.28,186,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3144,1,2063,49,22600,10.95,380,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3145,1,2063,45,48400,23.46,13,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3146,1,2063,48,55910,27.1,256,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3147,1,2063,64,50550,24.5,-164,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3148,1,2063,46,28050,13.6,1017,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3149,1,2063,43,43750,21.21,311,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3151,1,2063,49,55500,26.9,76,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3152,1,2063,42,30800,14.93,290,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3153,1,2063,37,24200,11.73,1230,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3154,1,2063,47,16500,8,626,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3155,0,2063,41,0,0,626,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3156,1,2063,37,82400,39.94,-176,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
